id,fake,real
TEST_06012,1.2191072453022654e-25,1.0
TEST_06013,4.8759934417473734e-15,1.0
TEST_06014,0.0,0.0
TEST_06015,4.688856060912893e-23,1.0
TEST_06016,8.15481383559384e-18,1.0
TEST_06017,2.2901843893801278e-15,1.0
TEST_06018,2.4922746847050675e-24,1.0
TEST_06019,4.433685118668913e-15,1.0
TEST_06020,5.354302182145451e-26,1.0
TEST_06021,9.391565216482212e-13,1.0
TEST_06022,6.514675888224373e-23,1.0
TEST_06023,6.705990061354048e-20,1.0
TEST_06024,4.155485736586719e-18,1.0
TEST_06025,9.991868652330194e-18,1.0
TEST_06026,3.352467731470855e-17,1.0
TEST_06027,3.153694880315603e-15,1.0
TEST_06028,1.401335844183069e-21,1.0
TEST_06029,1.1003609141411563e-15,1.0
TEST_06030,3.345762142204357e-16,1.0
TEST_06031,5.604445261747126e-23,1.0
TEST_06032,4.290471975496078e-25,1.0
TEST_06033,2.776173878327668e-20,1.0
TEST_06034,0.0,0.0
TEST_06035,4.273152359668146e-20,1.0
TEST_06036,7.162752535767923e-16,1.0
TEST_06037,9.728856319529363e-16,1.0
TEST_06038,0.0,0.0
TEST_06039,5.0759851047611313e-20,1.0
TEST_06040,3.996348646139493e-20,1.0
TEST_06041,9.771284398380678e-18,1.0
TEST_06042,1.4593171459603624e-21,1.0
TEST_06043,3.253833200455535e-20,1.0
TEST_06044,0.0,0.0
TEST_06045,2.0038563430196468e-20,1.0
TEST_06046,2.179532056784864e-22,1.0
TEST_06047,1.0728933412370366e-21,1.0
TEST_06048,3.923282461707964e-14,1.0
TEST_06049,5.360423019226896e-15,1.0
TEST_06050,1.2755622646404926e-19,1.0
TEST_06051,9.909199560167154e-17,1.0
TEST_06052,2.1639455497485853e-25,1.0
TEST_06053,8.622847966176179e-22,1.0
TEST_06054,2.4852500699751312e-12,1.0
TEST_06055,4.3861741671546924e-17,1.0
TEST_06056,3.082596861640314e-19,1.0
TEST_06057,5.2057897490143465e-25,1.0
TEST_06058,7.266310519201438e-17,1.0
TEST_06059,5.193547050720979e-19,1.0
TEST_06060,5.711172209989521e-22,1.0
TEST_06061,2.1871249311581865e-17,1.0
TEST_06062,9.912478545474345e-19,1.0
TEST_06063,5.209566420598092e-24,1.0
TEST_06064,5.097455480900345e-24,1.0
TEST_06065,1.330294167569824e-23,1.0
TEST_06066,7.80470826855506e-12,1.0
TEST_06067,1.1238279619448367e-16,1.0
TEST_06068,0.0,0.0
TEST_06069,4.727716463051409e-18,1.0
TEST_06070,2.728775641629652e-22,1.0
TEST_06071,1.5866480878135665e-16,1.0
TEST_06072,8.146348676000125e-20,1.0
TEST_06073,2.329526952827801e-22,1.0
TEST_06074,7.861775765503295e-21,1.0
TEST_06075,1.7063662687406112e-16,1.0
TEST_06076,0.0,0.0
TEST_06077,2.5327172845257672e-26,1.0
TEST_06078,6.52621902848846e-15,1.0
TEST_06079,1.3632591621919038e-17,1.0
TEST_06080,1.3921771179446762e-13,1.0
TEST_06081,0.0,0.0
TEST_06082,2.738755678713784e-22,1.0
TEST_06083,8.450015319883064e-27,1.0
TEST_06084,4.148220510004992e-16,1.0
TEST_06085,1.389239111284241e-19,1.0
TEST_06086,1.682178081259992e-20,1.0
TEST_06087,1.3116160302378673e-21,1.0
TEST_06088,2.3795291423811273e-20,1.0
TEST_06089,0.0,0.0
TEST_06090,8.779356911562455e-19,1.0
TEST_06091,2.8600330093885937e-18,1.0
TEST_06092,2.1742544210358684e-26,1.0
TEST_06093,1.097551736994884e-12,1.0
TEST_06094,0.0,0.0
TEST_06095,7.733448316306559e-23,1.0
TEST_06096,1.4114541654284427e-21,1.0
TEST_06097,0.0,0.0
TEST_06098,5.298353977658165e-23,1.0
TEST_06099,2.7415717500818386e-19,1.0
TEST_06100,1.0345721629129353e-17,1.0
TEST_06101,4.755588802556978e-26,1.0
TEST_06102,6.778292652076995e-18,1.0
TEST_06103,2.240018651320755e-15,1.0
TEST_06104,1.3380708216784165e-12,1.0
TEST_06105,3.0109717576884417e-18,1.0
TEST_06106,1.1917428899477579e-19,1.0
TEST_06107,5.0288784613459435e-21,1.0
TEST_06108,2.557421169063716e-22,1.0
TEST_06109,1.982719875040871e-18,1.0
TEST_06110,1.563955760827991e-18,1.0
TEST_06111,4.5810322148346506e-20,1.0
TEST_06112,3.459424699586351e-26,1.0
TEST_06113,1.1041599727148776e-19,1.0
TEST_06114,0.0,0.0
TEST_06115,0.0,0.0
TEST_06116,4.1786356580009606e-23,1.0
TEST_06117,0.0,0.0
TEST_06118,2.1723511190735094e-23,1.0
TEST_06119,1.6412964066166244e-24,1.0
TEST_06120,7.952956373140124e-22,1.0
TEST_06121,5.984447418209855e-18,1.0
TEST_06122,8.588022571866381e-21,1.0
TEST_06123,1.2409171942139124e-30,1.0
TEST_06124,4.0542586819449294e-17,1.0
TEST_06125,1.8155775141767347e-14,1.0
TEST_06126,4.7659785294656616e-18,1.0
TEST_06127,9.680362710190534e-23,1.0
TEST_06128,7.277423230611872e-20,1.0
TEST_06129,1.0789008420409876e-23,1.0
TEST_06130,3.716069064876176e-14,1.0
TEST_06131,1.7126893490123493e-19,1.0
TEST_06132,1.2632682950741198e-25,1.0
TEST_06133,2.728547944817969e-21,1.0
TEST_06134,4.270857579703165e-19,1.0
TEST_06135,6.654727584993211e-17,1.0
TEST_06136,1.2763793478334588e-20,1.0
TEST_06137,4.221771922828315e-21,1.0
TEST_06138,3.556217732921332e-19,1.0
TEST_06139,7.127818569543707e-21,1.0
TEST_06140,3.476628338444782e-23,1.0
TEST_06141,4.3255270805794495e-24,1.0
TEST_06142,1.4914487770996263e-26,1.0
TEST_06143,7.435164552003113e-17,1.0
TEST_06144,9.552136310920313e-20,1.0
TEST_06145,0.0,0.0
TEST_06146,8.400902523520809e-20,1.0
TEST_06147,1.8572113164117382e-22,1.0
TEST_06148,4.62325564920242e-19,1.0
TEST_06149,1.1979136734732748e-20,1.0
TEST_06150,1.7907249217657483e-19,1.0
TEST_06151,7.138687969747426e-14,1.0
TEST_06152,3.394833275467861e-17,1.0
TEST_06153,0.0,0.0
TEST_06154,7.516400233222417e-20,1.0
TEST_06155,5.2996846423896744e-17,1.0
TEST_06156,2.276285329317467e-21,1.0
TEST_06157,3.103262326877845e-15,1.0
TEST_06158,8.312092406301023e-20,1.0
TEST_06159,5.176830699893563e-20,1.0
TEST_06160,6.231362226924217e-20,1.0
TEST_06161,5.502484314645953e-16,1.0
TEST_06162,3.83671374361701e-22,1.0
TEST_06163,6.451723400602285e-19,1.0
TEST_06164,0.0,0.0
TEST_06165,1.6219623699699432e-19,1.0
TEST_06166,7.444179917499364e-27,1.0
TEST_06167,5.103213316336175e-13,1.0
TEST_06168,4.6701781932325264e-18,1.0
TEST_06169,8.461463776587054e-20,1.0
TEST_06170,9.454087090011304e-14,1.0
TEST_06171,9.748488308825088e-20,1.0
TEST_06172,1.2620090233949106e-21,1.0
TEST_06173,5.117092463102474e-17,1.0
TEST_06174,2.380745841051662e-20,1.0
TEST_06175,3.43067592853821e-23,1.0
TEST_06176,7.404927047429298e-19,1.0
TEST_06177,2.291310413804384e-16,1.0
TEST_06178,2.981457488143455e-20,1.0
TEST_06179,0.0,0.0
TEST_06180,1.0791821131389892e-13,1.0
TEST_06181,2.1066351362442292e-27,1.0
TEST_06182,5.086660440060593e-22,1.0
TEST_06183,5.539944441864045e-19,1.0
TEST_06184,1.0239197309844774e-18,1.0
TEST_06185,1.422753626271534e-19,1.0
TEST_06186,9.66284845823814e-21,1.0
TEST_06187,1.250798161350242e-22,1.0
TEST_06188,1.8718012981142437e-27,1.0
TEST_06189,1.4118664456551124e-17,1.0
TEST_06190,5.2392942744982245e-19,1.0
TEST_06191,4.7532693791185396e-14,1.0
TEST_06192,2.3327274661889223e-15,1.0
TEST_06193,2.7317499108859605e-18,1.0
TEST_06194,2.5623010784006315e-24,1.0
TEST_06195,0.0,0.0
TEST_06196,8.788960615799102e-22,1.0
TEST_06197,1.8009607748257356e-14,1.0
TEST_06198,4.5282970895146185e-14,1.0
TEST_06199,6.4981277321344984e-21,1.0
TEST_06200,3.146251542445476e-26,1.0
TEST_06201,2.1969859894684475e-15,1.0
TEST_06202,5.372369333686954e-18,1.0
TEST_06203,4.314240291155815e-16,1.0
TEST_06204,2.4962924006270124e-22,1.0
TEST_06205,0.0,0.0
TEST_06206,0.0,0.0
TEST_06207,2.067951215838207e-23,1.0
TEST_06208,5.405582086078204e-21,1.0
TEST_06209,0.0,0.0
TEST_06210,1.6144999083750078e-18,1.0
TEST_06211,3.882358310968284e-20,1.0
TEST_06212,1.14534115951083e-18,1.0
TEST_06213,9.132484773564844e-15,1.0
TEST_06214,8.626363761458568e-23,1.0
TEST_06215,4.2634410783310144e-16,1.0
TEST_06216,1.156274070896274e-22,1.0
TEST_06217,1.3514567320770864e-20,1.0
TEST_06218,7.436511226597273e-21,1.0
TEST_06219,0.0,0.0
TEST_06220,0.0,0.0
TEST_06221,8.947265270128828e-17,1.0
TEST_06222,2.605067862868086e-22,1.0
TEST_06223,5.127143290399646e-29,1.0
TEST_06224,1.266444910977293e-15,1.0
TEST_06225,0.0,0.0
TEST_06226,2.228997800727801e-22,1.0
TEST_06227,6.095099084407738e-20,1.0
TEST_06228,3.9247632424141586e-22,1.0
TEST_06229,0.0,0.0
TEST_06230,9.86747061436957e-19,1.0
TEST_06231,1.431727085249735e-14,1.0
TEST_06232,1.5861304567977946e-20,1.0
TEST_06233,2.158597013646619e-23,1.0
TEST_06234,4.3035818787115283e-19,1.0
TEST_06235,7.615870428621447e-17,1.0
TEST_06236,2.590401241490785e-15,1.0
TEST_06237,4.181075753358684e-15,1.0
TEST_06238,1.3491167358671955e-22,1.0
TEST_06239,3.9657801866025957e-19,1.0
TEST_06240,1.1098836820506628e-16,1.0
TEST_06241,1.4995042256421202e-18,1.0
TEST_06242,9.24290623850018e-18,1.0
TEST_06243,3.382373265336713e-24,1.0
TEST_06244,5.244746145982966e-22,1.0
TEST_06245,4.506884054918127e-18,1.0
TEST_06246,9.753845595761076e-20,1.0
TEST_06247,1.7489923482076437e-23,1.0
TEST_06248,2.5817048795391877e-19,1.0
TEST_06249,8.275744539221795e-19,1.0
TEST_06250,1.9585463736350396e-16,1.0
TEST_06251,4.5321694282049215e-21,1.0
TEST_06252,0.0,0.0
TEST_06253,0.0,0.0
TEST_06254,1.4049203453537086e-16,1.0
TEST_06255,2.2223426924523177e-21,1.0
TEST_06256,3.304533038903471e-19,1.0
TEST_06257,3.3362663175788075e-24,1.0
TEST_06258,2.8165621866570944e-18,1.0
TEST_06259,2.581408063870949e-20,1.0
TEST_06260,1.4641846291017503e-29,1.0
TEST_06261,1.4250169316374364e-29,1.0
TEST_06262,4.515018678308944e-20,1.0
TEST_06263,1.5092098211465162e-16,1.0
TEST_06264,3.7481259614791075e-20,1.0
TEST_06265,6.43832525581622e-26,1.0
TEST_06266,3.6526843431197445e-25,1.0
TEST_06267,2.2747822779248697e-22,1.0
TEST_06268,3.26425652920371e-17,1.0
TEST_06269,1.1434163338375214e-10,1.0
TEST_06270,3.49420809669411e-14,1.0
TEST_06271,1.40164746670739e-19,1.0
TEST_06272,1.3883505280208423e-17,1.0
TEST_06273,2.824929632309777e-21,1.0
TEST_06274,6.448466098251577e-22,1.0
TEST_06275,3.1374231979095405e-23,1.0
TEST_06276,1.7709918716786846e-17,1.0
TEST_06277,1.7345303745402157e-20,1.0
TEST_06278,0.0,0.0
TEST_06279,3.866443338462163e-26,1.0
TEST_06280,3.7066787197939455e-20,1.0
TEST_06281,9.769742165365013e-21,1.0
TEST_06282,2.109079209932647e-20,1.0
TEST_06283,4.570753461747914e-19,1.0
TEST_06284,1.3269632213756283e-17,1.0
TEST_06285,1.1372372290443826e-21,1.0
TEST_06286,4.642313886379739e-16,1.0
TEST_06287,4.400750785268132e-19,1.0
TEST_06288,5.005828892328472e-23,1.0
TEST_06289,1.9074468528888517e-18,1.0
TEST_06290,1.8464230342202118e-16,1.0
TEST_06291,6.2819869728821695e-19,1.0
TEST_06292,7.826179941310197e-18,1.0
TEST_06293,3.902796286958305e-17,1.0
TEST_06294,0.0,0.0
TEST_06295,2.070350355158973e-16,1.0
TEST_06296,1.2217264195079246e-28,1.0
TEST_06297,4.348293764076309e-23,1.0
TEST_06298,2.7646088136866823e-15,1.0
TEST_06299,0.0,0.0
TEST_06300,5.027715846070303e-18,1.0
TEST_06301,5.668634383186158e-28,1.0
TEST_06302,0.0,0.0
TEST_06303,2.396559430061434e-24,1.0
TEST_06304,2.3684863947995148e-23,1.0
TEST_06305,4.220411804610496e-17,1.0
TEST_06306,2.6329392337281944e-24,1.0
TEST_06307,2.6040325956505075e-16,1.0
TEST_06308,0.0,0.0
TEST_06309,9.306429135817077e-22,1.0
TEST_06310,7.144632912839378e-16,1.0
TEST_06311,7.76581875023576e-23,1.0
TEST_06312,4.041872815015057e-25,1.0
TEST_06313,4.648752619167315e-21,1.0
TEST_06314,7.199288706377696e-18,1.0
TEST_06315,9.358477294819346e-22,1.0
TEST_06316,1.1641068932158408e-16,1.0
TEST_06317,2.1047824099009828e-17,1.0
TEST_06318,4.344531907300363e-22,1.0
TEST_06319,4.7907865032167394e-18,1.0
TEST_06320,1.4935108264753213e-17,1.0
TEST_06321,1.5830440287974485e-17,1.0
TEST_06322,6.923246335054716e-19,1.0
TEST_06323,5.943359702823121e-18,1.0
TEST_06324,1.7016996730666117e-15,1.0
TEST_06325,4.735540849283872e-22,1.0
TEST_06326,5.455527962322495e-21,1.0
TEST_06327,1.4318947152103265e-20,1.0
TEST_06328,2.0050832615409807e-24,1.0
TEST_06329,5.723950115823419e-23,1.0
TEST_06330,7.79343465259379e-19,1.0
TEST_06331,1.0956567049103427e-16,1.0
TEST_06332,4.896066154887296e-23,1.0
TEST_06333,5.845630458949694e-21,1.0
TEST_06334,3.644497291326347e-19,1.0
TEST_06335,4.373295428238385e-16,1.0
TEST_06336,2.54454467767145e-16,1.0
TEST_06337,2.206593751840255e-16,1.0
TEST_06338,8.195470925923557e-20,1.0
TEST_06339,5.178992538494441e-24,1.0
TEST_06340,1.1363369883504607e-18,1.0
TEST_06341,9.070423157556083e-19,1.0
TEST_06342,5.036990939560799e-17,1.0
TEST_06343,2.3216074355742355e-20,1.0
TEST_06344,1.1007486281699206e-20,1.0
TEST_06345,2.161019911736846e-15,1.0
TEST_06346,1.7600920326139515e-20,1.0
TEST_06347,1.1612416719228552e-16,1.0
TEST_06348,5.667195770824029e-13,1.0
TEST_06349,3.8185309099593366e-24,1.0
TEST_06350,1.7334615292342962e-17,1.0
TEST_06351,0.0,0.0
TEST_06352,1.6443194423011498e-21,1.0
TEST_06353,7.857285758052524e-19,1.0
TEST_06354,8.935445699280755e-21,1.0
TEST_06355,1.4592867249393073e-17,1.0
TEST_06356,5.2467323084156955e-20,1.0
TEST_06357,2.2774747447098717e-14,1.0
TEST_06358,3.335593576998835e-23,1.0
TEST_06359,7.379024928794772e-16,1.0
TEST_06360,1.2646886766048632e-21,1.0
TEST_06361,6.257858532604941e-25,1.0
TEST_06362,2.1253880579861075e-18,1.0
TEST_06363,0.0,0.0
TEST_06364,4.577918110049555e-22,1.0
TEST_06365,3.391236117606871e-24,1.0
TEST_06366,4.682977217011696e-22,1.0
TEST_06367,1.2231957541934905e-20,1.0
TEST_06368,1.0620689898155128e-15,1.0
TEST_06369,8.236033872759809e-18,1.0
TEST_06370,0.0,0.0
TEST_06371,5.243504516984154e-30,1.0
TEST_06372,1.7933507290721155e-18,1.0
TEST_06373,2.592699143855783e-19,1.0
TEST_06374,8.291832168160186e-18,1.0
TEST_06375,2.239865400993615e-22,1.0
TEST_06376,8.261705593640658e-27,1.0
TEST_06377,1.0023204942270693e-18,1.0
TEST_06378,1.2019147557897166e-19,1.0
TEST_06379,8.906139782366602e-15,1.0
TEST_06380,3.636520283404622e-22,1.0
TEST_06381,9.245480424566446e-18,1.0
TEST_06382,3.0609905421489107e-18,1.0
TEST_06383,0.0,0.0
TEST_06384,0.0,0.0
TEST_06385,9.912610302663566e-23,1.0
TEST_06386,6.12502893466235e-19,1.0
TEST_06387,8.532568606474302e-15,1.0
TEST_06388,1.9253471039704095e-10,1.0
TEST_06389,1.785326902848889e-22,1.0
TEST_06390,0.0,0.0
TEST_06391,3.7247666394745514e-19,1.0
TEST_06392,5.270632074043342e-17,1.0
TEST_06393,3.508291767109411e-18,1.0
TEST_06394,2.93012651605802e-17,1.0
TEST_06395,2.321475668287595e-19,1.0
TEST_06396,4.684303617739916e-13,1.0
TEST_06397,1.2910500099201976e-21,1.0
TEST_06398,1.0426124312588447e-14,1.0
TEST_06399,2.9769951489949693e-25,1.0
TEST_06400,1.151860247466543e-19,1.0
TEST_06401,2.5376326090334652e-24,1.0
TEST_06402,0.0,0.0
TEST_06403,7.478439751689622e-22,1.0
TEST_06404,0.0,0.0
TEST_06405,1.9229554941725465e-20,1.0
TEST_06406,4.229930880192543e-20,1.0
TEST_06407,9.5187238485333e-24,1.0
TEST_06408,1.5432707072814703e-20,1.0
TEST_06409,2.0952381518391622e-20,1.0
TEST_06410,0.0,0.0
TEST_06411,3.5593041774652906e-16,1.0
TEST_06412,9.590380028859051e-24,1.0
TEST_06413,2.0295721230572462e-22,1.0
TEST_06414,1.7747120141740623e-24,1.0
TEST_06415,2.8955761072799906e-20,1.0
TEST_06416,2.9439082715054397e-16,1.0
TEST_06417,4.286334459836277e-17,1.0
TEST_06418,6.368590444832748e-25,1.0
TEST_06419,1.3973380558109788e-13,1.0
TEST_06420,4.067640809894812e-18,1.0
TEST_06421,0.0,0.0
TEST_06422,1.5518661155099193e-20,1.0
TEST_06423,7.413866305591097e-17,1.0
TEST_06424,2.6263990300183493e-16,1.0
TEST_06425,2.429957200299051e-17,1.0
TEST_06426,0.0,0.0
TEST_06427,2.6995531463132527e-18,1.0
TEST_06428,6.811166100021608e-16,1.0
TEST_06429,1.403146399078548e-25,1.0
TEST_06430,1.0022646520910965e-15,1.0
TEST_06431,9.425077058600791e-15,1.0
TEST_06432,3.136185240636679e-19,1.0
TEST_06433,6.424704709115977e-20,1.0
TEST_06434,0.0,0.0
TEST_06435,7.048678064437696e-20,1.0
TEST_06436,2.0240460123144762e-20,1.0
TEST_06437,1.4370344084087733e-18,1.0
TEST_06438,2.5234518251024407e-13,1.0
TEST_06439,2.3068931978713213e-18,1.0
TEST_06440,2.8541503076672697e-16,1.0
TEST_06441,1.073155268301119e-21,1.0
TEST_06442,2.2474657287166213e-22,1.0
TEST_06443,3.536753976652564e-17,1.0
TEST_06444,2.0170340151865613e-18,1.0
TEST_06445,1.0160245893056914e-19,1.0
TEST_06446,1.158924951509114e-20,1.0
TEST_06447,2.7008096336637208e-18,1.0
TEST_06448,3.21376158325214e-23,1.0
TEST_06449,1.676850280727902e-17,1.0
TEST_06450,2.60013696593797e-27,1.0
TEST_06451,7.793095540854386e-22,1.0
TEST_06452,2.490716527966827e-16,1.0
TEST_06453,4.663145397821555e-26,1.0
TEST_06454,9.648777502095503e-21,1.0
TEST_06455,1.9680262739991907e-25,1.0
TEST_06456,2.315343107534182e-22,1.0
TEST_06457,4.236702723158148e-25,1.0
TEST_06458,0.0,0.0
TEST_06459,1.5914472118837675e-18,1.0
TEST_06460,3.3323384054850535e-30,1.0
TEST_06461,2.3214258761506225e-16,1.0
TEST_06462,1.762775851937154e-13,1.0
TEST_06463,4.1571407198516454e-15,1.0
TEST_06464,1.9505157805745802e-24,1.0
TEST_06465,5.857840662610871e-21,1.0
TEST_06466,1.3621381157308804e-22,1.0
TEST_06467,5.899757797813926e-20,1.0
TEST_06468,9.736145223122148e-21,1.0
TEST_06469,4.644315531113219e-16,1.0
TEST_06470,1.0792037036151318e-26,1.0
TEST_06471,5.811555545095496e-25,1.0
TEST_06472,1.1759448792369244e-21,1.0
TEST_06473,0.0,0.0
TEST_06474,5.367069686764e-16,1.0
TEST_06475,2.3641055476100736e-14,1.0
TEST_06476,8.740097885714922e-18,1.0
TEST_06477,6.376956314732617e-24,1.0
TEST_06478,1.4285695052410486e-16,1.0
TEST_06479,9.019813642061159e-17,1.0
TEST_06480,7.239675663268485e-22,1.0
TEST_06481,1.2460636233009408e-23,1.0
TEST_06482,6.239796359167025e-23,1.0
TEST_06483,2.1575936456840502e-22,1.0
TEST_06484,1.462579606880789e-18,1.0
TEST_06485,1.3263590706282045e-20,1.0
TEST_06486,3.766967411320018e-24,1.0
TEST_06487,1.5226827385657207e-25,1.0
TEST_06488,7.874938102517135e-17,1.0
TEST_06489,3.089304297698873e-28,1.0
TEST_06490,5.0986443731706035e-23,1.0
TEST_06491,0.0,0.0
TEST_06492,2.0635693270206103e-16,1.0
TEST_06493,5.196658283799944e-19,1.0
TEST_06494,4.437773528329628e-18,1.0
TEST_06495,0.0,0.0
TEST_06496,2.433134808159825e-20,1.0
TEST_06497,2.4225848222271144e-21,1.0
TEST_06498,3.811966561744062e-17,1.0
TEST_06499,1.0106663976409085e-20,1.0
TEST_06500,1.4933262850656e-20,1.0
TEST_06501,0.0,0.0
TEST_06502,2.5957161882048423e-20,1.0
TEST_06503,9.702305393509575e-19,1.0
TEST_06504,5.002555700173431e-19,1.0
TEST_06505,0.0,0.0
TEST_06506,0.0,0.0
TEST_06507,4.6813188168187554e-21,1.0
TEST_06508,8.347091854880949e-24,1.0
TEST_06509,8.940737647481065e-27,1.0
TEST_06510,8.140042716299115e-20,1.0
TEST_06511,0.0,0.0
TEST_06512,1.0214992930756029e-21,1.0
TEST_06513,0.0,0.0
TEST_06514,0.0,0.0
TEST_06515,0.0,0.0
TEST_06516,3.1734375381321385e-23,1.0
TEST_06517,0.0,0.0
TEST_06518,0.0,0.0
TEST_06519,3.2798771516784164e-21,1.0
TEST_06520,7.798673680578169e-14,1.0
TEST_06521,1.913548013009951e-17,1.0
TEST_06522,7.688084061369397e-25,1.0
TEST_06523,1.667880665037622e-17,1.0
TEST_06524,8.258386654899381e-22,1.0
TEST_06525,3.569157784532594e-18,1.0
TEST_06526,4.566555209946477e-18,1.0
TEST_06527,5.20849640966625e-23,1.0
TEST_06528,3.99763077608895e-19,1.0
TEST_06529,3.7663448729645293e-19,1.0
TEST_06530,0.0,0.0
TEST_06531,2.6945691181663308e-21,1.0
TEST_06532,7.830979605115747e-20,1.0
TEST_06533,1.3793884211352742e-22,1.0
TEST_06534,4.472937389759563e-18,1.0
TEST_06535,7.067603213682828e-21,1.0
TEST_06536,1.4173989935513365e-15,1.0
TEST_06537,1.8269175859806193e-16,1.0
TEST_06538,3.5582705987462934e-17,1.0
TEST_06539,0.0,0.0
TEST_06540,1.051386320299965e-23,1.0
TEST_06541,2.70589395604484e-33,1.0
TEST_06542,3.4573248010224086e-20,1.0
TEST_06543,6.068354965186009e-18,1.0
TEST_06544,7.61804186044746e-19,1.0
TEST_06545,1.5248237353286264e-15,1.0
TEST_06546,0.0,0.0
TEST_06547,1.6719498589011135e-26,1.0
TEST_06548,3.7009918784150497e-16,1.0
TEST_06549,1.0521347065822964e-19,1.0
TEST_06550,4.9413615153858295e-15,1.0
TEST_06551,6.309253905263834e-24,1.0
TEST_06552,2.75948046964819e-13,1.0
TEST_06553,4.77892851461539e-23,1.0
TEST_06554,5.57161025988107e-18,1.0
TEST_06555,4.439212409005164e-18,1.0
TEST_06556,1.6146030797693782e-20,1.0
TEST_06557,2.3512864174586967e-20,1.0
TEST_06558,5.999143936153084e-18,1.0
TEST_06559,3.942982975829535e-21,1.0
TEST_06560,0.0,0.0
TEST_06561,2.974810074101697e-21,1.0
TEST_06562,3.471552491836228e-23,1.0
TEST_06563,9.449475736767333e-17,1.0
TEST_06564,3.1016445693254226e-20,1.0
TEST_06565,3.56703441190017e-18,1.0
TEST_06566,9.955123279023375e-24,1.0
TEST_06567,6.718552256013312e-23,1.0
TEST_06568,9.184419092219769e-26,1.0
TEST_06569,0.0,0.0
TEST_06570,9.879842913926858e-23,1.0
TEST_06571,3.251147503204868e-16,1.0
TEST_06572,0.0,0.0
TEST_06573,8.052461815318978e-18,1.0
TEST_06574,0.0,0.0
TEST_06575,3.507202306352042e-10,1.0
TEST_06576,1.961674372695669e-21,1.0
TEST_06577,0.0,0.0
TEST_06578,1.9612284819558244e-18,1.0
TEST_06579,3.090571430752481e-17,1.0
TEST_06580,0.0,0.0
TEST_06581,4.076683879223487e-17,1.0
TEST_06582,8.159098889660805e-20,1.0
TEST_06583,1.4565747984089903e-29,1.0
TEST_06584,4.807237274137564e-21,1.0
TEST_06585,0.0,0.0
TEST_06586,0.0,0.0
TEST_06587,0.0,0.0
TEST_06588,1.442502720915983e-21,1.0
TEST_06589,6.685319754886886e-22,1.0
TEST_06590,6.584966348374794e-21,1.0
TEST_06591,6.916519081927975e-18,1.0
TEST_06592,3.2586711979281006e-24,1.0
TEST_06593,2.6779600746363476e-20,1.0
TEST_06594,3.727603804352123e-22,1.0
TEST_06595,4.657486079316355e-21,1.0
TEST_06596,5.312648263478515e-21,1.0
TEST_06597,1.3539659327664777e-18,1.0
TEST_06598,1.3122637255821934e-18,1.0
TEST_06599,3.5340178617095856e-16,1.0
TEST_06600,2.1093098208563917e-15,1.0
TEST_06601,9.555770776126396e-22,1.0
TEST_06602,2.562929563883821e-22,1.0
TEST_06603,0.0,0.0
TEST_06604,6.185611952918463e-18,1.0
TEST_06605,4.0266650740835027e-19,1.0
TEST_06606,5.081140960293266e-19,1.0
TEST_06607,0.0,0.0
TEST_06608,2.042550588887687e-22,1.0
TEST_06609,1.0183202846017581e-22,1.0
TEST_06610,1.790404725320508e-18,1.0
TEST_06611,6.144510797058465e-23,1.0
TEST_06612,0.0,0.0
TEST_06613,9.353616488730972e-16,1.0
TEST_06614,2.7398934685746023e-23,1.0
TEST_06615,2.5685066053215966e-12,1.0
TEST_06616,4.51581367642579e-19,1.0
TEST_06617,2.429208331890178e-23,1.0
TEST_06618,1.6707210169889813e-24,1.0
TEST_06619,2.1871834955455552e-17,1.0
TEST_06620,1.2699260368923152e-18,1.0
TEST_06621,0.0,0.0
TEST_06622,2.2050914530366122e-20,1.0
TEST_06623,6.7393096977589025e-18,1.0
TEST_06624,7.107588487422085e-29,1.0
TEST_06625,4.576612937788601e-20,1.0
TEST_06626,4.20364503518604e-21,1.0
TEST_06627,1.975120161434846e-16,1.0
TEST_06628,1.2658524244070845e-20,1.0
TEST_06629,1.0120293198717574e-18,1.0
TEST_06630,5.2604520510615545e-23,1.0
TEST_06631,5.120625804800883e-25,1.0
TEST_06632,4.7350484423068334e-24,1.0
TEST_06633,6.051678806935309e-21,1.0
TEST_06634,2.129989870528893e-18,1.0
TEST_06635,1.5867730648830614e-26,1.0
TEST_06636,2.20748651047551e-23,1.0
TEST_06637,0.0,0.0
TEST_06638,8.522826719211777e-26,1.0
TEST_06639,2.189644016655898e-19,1.0
TEST_06640,0.0,0.0
TEST_06641,4.345820036298631e-13,1.0
TEST_06642,1.315588371748888e-12,1.0
TEST_06643,4.038531860917928e-16,1.0
TEST_06644,1.308139125167017e-20,1.0
TEST_06645,8.628142722044794e-15,1.0
TEST_06646,7.567258858377432e-14,1.0
TEST_06647,0.0,0.0
TEST_06648,1.9209314043935888e-13,1.0
TEST_06649,3.259510373644034e-20,1.0
TEST_06650,4.997263572322245e-15,1.0
TEST_06651,0.0,0.0
TEST_06652,2.207767996241332e-20,1.0
TEST_06653,6.739629231005624e-22,1.0
TEST_06654,0.0,0.0
TEST_06655,0.0,0.0
TEST_06656,0.0,0.0
TEST_06657,1.9299417004293475e-15,1.0
TEST_06658,5.757581188922208e-25,1.0
TEST_06659,1.0822512670107981e-17,1.0
TEST_06660,5.048065109524567e-19,1.0
TEST_06661,1.0123576071773644e-18,1.0
TEST_06662,2.292039121408446e-21,1.0
